Controller,CMACC,CMDEC,Ego acc,SpeedDifF,SpeedDifL,OverLimit,DistError,EDF,FSF,Front acc,FAF,Front throttle,Front brake,LSF,Leader acc,LAF,Leader throttle,Leader brake,Max acc,max dec,max throttle,max brake,Technique
Distance,2.75,-5,0.2047,0.1906,-0.3661,0.8225,1.2257,FailureType.no_failure,FailureType.no_failure,0.1864,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.1149,FailureType.no_failure,0.5084,0.0000,0.1864,0.0000,0.5764,0.0000,NO
Distance,2.75,-5,0.1959,0.1897,-0.3738,0.8586,1.2255,FailureType.no_failure,FailureType.no_failure,0.1840,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0710,FailureType.no_failure,0.5001,0.0000,0.1840,0.0000,0.5764,0.0000,NO
Distance,2.75,-5,0.1931,0.1887,-0.3847,0.8947,1.2254,FailureType.no_failure,FailureType.no_failure,0.1819,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0085,FailureType.no_failure,0.5033,0.0000,0.1819,0.0000,0.5764,0.0000,NO
Distance,2.75,-5,0.1904,0.1878,-0.3981,0.9307,1.2252,FailureType.no_failure,FailureType.no_failure,0.1822,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0496,FailureType.no_failure,0.5156,0.0000,0.1822,-0.0496,0.5764,0.0000,NO
Distance,2.75,-5,0.2153,0.1868,-0.4127,0.9665,1.225,FailureType.no_failure,FailureType.no_failure,0.1812,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0845,FailureType.no_failure,0.5324,0.0000,0.1812,-0.0845,0.5764,0.0000,NO
Distance,2.75,-5,0.2108,0.1858,-0.4269,1.0022,1.2248,FailureType.no_failure,FailureType.no_failure,0.1803,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0895,FailureType.no_failure,0.5478,0.0000,0.1803,-0.0895,0.5764,0.0000,NO
Distance,2.75,-5,0.2023,0.1848,-0.4394,1.0376,1.2246,FailureType.no_failure,FailureType.no_failure,0.1794,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0658,FailureType.no_failure,0.5572,0.0000,0.1794,-0.0658,0.5764,0.0000,NO
Distance,2.75,-5,0.1984,0.1839,-0.4496,1.0729,1.2244,FailureType.no_failure,FailureType.no_failure,0.1789,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0232,FailureType.no_failure,0.5585,0.0000,0.1789,-0.0232,0.5764,0.0000,NO
Distance,2.75,-5,0.1975,0.1829,-0.4575,1.1079,1.2243,FailureType.no_failure,FailureType.no_failure,0.1759,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0227,FailureType.no_failure,0.5519,0.0000,0.1759,0.0000,0.5764,0.0000,NO
Distance,2.75,-5,0.1949,0.1819,-0.464,1.1428,1.2241,FailureType.no_failure,FailureType.no_failure,0.1775,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0571,FailureType.no_failure,0.5405,0.0000,0.1775,0.0000,0.5764,0.0000,NO
Distance,2.75,-5,0.1948,0.181,-0.4702,1.1776,1.2239,FailureType.no_failure,FailureType.no_failure,0.1746,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0709,FailureType.no_failure,0.5282,0.0000,0.1746,0.0000,0.5764,0.0000,NO
Distance,2.75,-5,0.1977,0.18,-0.4772,1.2121,1.2237,FailureType.no_failure,FailureType.no_failure,0.1756,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0618,FailureType.no_failure,0.5189,0.0000,0.1756,0.0000,0.5764,0.0000,NO
Distance,2.75,-5,0.1874,0.1791,-0.4857,1.2465,1.2235,FailureType.no_failure,FailureType.no_failure,0.1731,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0355,FailureType.no_failure,0.5153,0.0000,0.1731,0.0000,0.5764,0.0000,NO
Distance,2.75,-5,0.194,0.1781,-0.4959,1.2807,1.2234,FailureType.no_failure,FailureType.no_failure,0.1732,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0013,FailureType.no_failure,0.5178,0.0000,0.1732,0.0000,0.5764,0.0000,NO
Distance,2.75,-5,0.1899,0.1772,-0.5074,1.3147,1.2232,FailureType.no_failure,FailureType.no_failure,0.1709,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0291,FailureType.no_failure,0.5249,0.0000,0.1709,-0.0291,0.5764,0.0000,NO
Distance,2.75,-5,0.1903,0.1762,-0.5193,1.3485,1.223,FailureType.no_failure,FailureType.no_failure,0.1696,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0462,FailureType.no_failure,0.5341,0.0000,0.1696,-0.0462,0.5764,0.0000,NO
Distance,2.75,-5,0.1887,0.1753,-0.5309,1.3821,1.2228,FailureType.no_failure,FailureType.no_failure,0.1703,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0470,FailureType.no_failure,0.5421,0.0000,0.1703,-0.0470,0.5764,0.0000,NO
Distance,2.75,-5,0.1881,0.1743,-0.5415,1.4156,1.2227,FailureType.no_failure,FailureType.no_failure,0.1693,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0322,FailureType.no_failure,0.5466,0.0000,0.1693,-0.0322,0.5764,0.0000,NO
Distance,2.75,-5,0.1867,0.1733,-0.5507,1.4489,1.2225,FailureType.no_failure,FailureType.no_failure,0.1688,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0090,FailureType.no_failure,0.5466,0.0000,0.1688,-0.0090,0.5764,0.0000,NO
Distance,2.75,-5,0.185,0.1724,-0.5588,1.482,1.2223,FailureType.no_failure,FailureType.no_failure,0.1659,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0158,FailureType.no_failure,0.5426,0.0000,0.1659,0.0000,0.5764,0.0000,NO
Distance,2.75,-5,0.1864,0.1714,-0.5662,1.515,1.2221,FailureType.no_failure,FailureType.no_failure,0.1657,FailureType.no_failure,0.5762,0.0000,FailureType.no_failure,0.0325,FailureType.no_failure,0.5362,0.0000,0.1657,0.0000,0.5762,0.0000,NO
Distance,2.75,-5,0.1828,0.1704,-0.5735,1.5478,1.222,FailureType.no_failure,FailureType.no_failure,0.1646,FailureType.no_failure,0.5761,0.0000,FailureType.no_failure,0.0381,FailureType.no_failure,0.5297,0.0000,0.1646,0.0000,0.5761,0.0000,NO
Distance,2.75,-5,0.1825,0.1694,-0.5812,1.5803,1.2218,FailureType.no_failure,FailureType.no_failure,0.1634,FailureType.no_failure,0.5758,0.0000,FailureType.no_failure,0.0312,FailureType.no_failure,0.5251,0.0000,0.1634,0.0000,0.5758,0.0000,NO
Distance,2.75,-5,0.1828,0.1683,-0.5898,1.6128,1.2216,FailureType.no_failure,FailureType.no_failure,0.1628,FailureType.no_failure,0.5756,0.0000,FailureType.no_failure,0.0163,FailureType.no_failure,0.5237,0.0000,0.1628,0.0000,0.5756,0.0000,NO
Distance,2.75,-5,0.18,0.1672,-0.5993,1.645,1.2215,FailureType.no_failure,FailureType.no_failure,0.1605,FailureType.no_failure,0.5754,0.0000,FailureType.no_failure,-0.0029,FailureType.no_failure,0.5255,0.0000,0.1605,-0.0029,0.5754,0.0000,NO
Distance,2.75,-5,0.1803,0.1661,-0.6094,1.6771,1.2213,FailureType.no_failure,FailureType.no_failure,0.1586,FailureType.no_failure,0.5752,0.0000,FailureType.no_failure,-0.0171,FailureType.no_failure,0.5297,0.0000,0.1586,-0.0171,0.5752,0.0000,NO
Distance,2.75,-5,0.1787,0.1649,-0.6196,1.709,1.2211,FailureType.no_failure,FailureType.no_failure,0.1573,FailureType.no_failure,0.5749,0.0000,FailureType.no_failure,-0.0261,FailureType.no_failure,0.5346,0.0000,0.1573,-0.0261,0.5749,0.0000,NO
Distance,2.75,-5,0.1789,0.1636,-0.6296,1.7408,1.2209,FailureType.no_failure,FailureType.no_failure,0.1555,FailureType.no_failure,0.5747,0.0000,FailureType.no_failure,-0.0246,FailureType.no_failure,0.5387,0.0000,0.1555,-0.0246,0.5747,0.0000,NO
Distance,2.75,-5,0.1765,0.1624,-0.6389,1.7723,1.2208,FailureType.no_failure,FailureType.no_failure,0.1536,FailureType.no_failure,0.5745,0.0000,FailureType.no_failure,-0.0154,FailureType.no_failure,0.5408,0.0000,0.1536,-0.0154,0.5745,0.0000,NO
Distance,2.75,-5,0.1756,0.161,-0.6476,1.8038,1.2206,FailureType.no_failure,FailureType.no_failure,0.1519,FailureType.no_failure,0.5744,0.0000,FailureType.no_failure,-0.0025,FailureType.no_failure,0.5404,0.0000,0.1519,-0.0025,0.5744,0.0000,NO
Distance,2.75,-5,0.1765,0.1597,-0.6556,1.835,1.2204,FailureType.no_failure,FailureType.no_failure,0.1501,FailureType.no_failure,0.5742,0.0000,FailureType.no_failure,0.0099,FailureType.no_failure,0.5380,0.0000,0.1501,0.0000,0.5742,0.0000,NO
Distance,2.75,-5,0.175,0.1583,-0.6632,1.8661,1.2202,FailureType.no_failure,FailureType.no_failure,0.1483,FailureType.no_failure,0.5740,0.0000,FailureType.no_failure,0.0191,FailureType.no_failure,0.5344,0.0000,0.1483,0.0000,0.5740,0.0000,NO
Distance,2.75,-5,0.1703,0.1569,-0.6708,1.897,1.22,FailureType.no_failure,FailureType.no_failure,0.1466,FailureType.no_failure,0.5738,0.0000,FailureType.no_failure,0.0210,FailureType.no_failure,0.5310,0.0000,0.1466,0.0000,0.5738,0.0000,NO
Distance,2.75,-5,0.1738,0.1554,-0.6788,1.9277,1.2198,FailureType.no_failure,FailureType.no_failure,0.1445,FailureType.no_failure,0.5735,0.0000,FailureType.no_failure,0.0150,FailureType.no_failure,0.5288,0.0000,0.1445,0.0000,0.5735,0.0000,NO
Distance,2.75,-5,0.1725,0.1539,-0.6871,1.9583,1.2196,FailureType.no_failure,FailureType.no_failure,0.1430,FailureType.no_failure,0.5733,0.0000,FailureType.no_failure,0.0082,FailureType.no_failure,0.5283,0.0000,0.1430,0.0000,0.5733,0.0000,NO
Distance,2.75,-5,0.172,0.1524,-0.6959,1.9888,1.2194,FailureType.no_failure,FailureType.no_failure,0.1409,FailureType.no_failure,0.5731,0.0000,FailureType.no_failure,-0.0023,FailureType.no_failure,0.5296,0.0000,0.1409,-0.0023,0.5731,0.0000,NO
Distance,2.75,-5,0.169,0.1508,-0.705,2.019,1.2192,FailureType.no_failure,FailureType.no_failure,0.1390,FailureType.no_failure,0.5728,0.0000,FailureType.no_failure,-0.0096,FailureType.no_failure,0.5319,0.0000,0.1390,-0.0096,0.5728,0.0000,NO
Distance,2.75,-5,0.1693,0.1491,-0.7141,2.0491,1.219,FailureType.no_failure,FailureType.no_failure,0.1369,FailureType.no_failure,0.5726,0.0000,FailureType.no_failure,-0.0148,FailureType.no_failure,0.5346,0.0000,0.1369,-0.0148,0.5726,0.0000,NO
Distance,2.75,-5,0.1672,0.1474,-0.723,2.0791,1.2188,FailureType.no_failure,FailureType.no_failure,0.1344,FailureType.no_failure,0.5724,0.0000,FailureType.no_failure,-0.0129,FailureType.no_failure,0.5366,0.0000,0.1344,-0.0129,0.5724,0.0000,NO
Distance,2.75,-5,0.1681,0.1457,-0.7315,2.1089,1.2186,FailureType.no_failure,FailureType.no_failure,0.1332,FailureType.no_failure,0.5722,0.0000,FailureType.no_failure,-0.0061,FailureType.no_failure,0.5375,0.0000,0.1332,-0.0061,0.5722,0.0000,NO
Distance,2.75,-5,0.166,0.1439,-0.7396,2.1385,1.2184,FailureType.no_failure,FailureType.no_failure,0.1305,FailureType.no_failure,0.5720,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5371,0.0000,0.1305,0.0000,0.5720,0.0000,NO
Distance,2.75,-5,0.1656,0.1421,-0.7474,2.1679,1.2182,FailureType.no_failure,FailureType.no_failure,0.1286,FailureType.no_failure,0.5718,0.0000,FailureType.no_failure,0.0075,FailureType.no_failure,0.5357,0.0000,0.1286,0.0000,0.5718,0.0000,NO
Distance,2.75,-5,0.1631,0.1402,-0.755,2.1972,1.218,FailureType.no_failure,FailureType.no_failure,0.1263,FailureType.no_failure,0.5715,0.0000,FailureType.no_failure,0.0097,FailureType.no_failure,0.5337,0.0000,0.1263,0.0000,0.5715,0.0000,NO
Distance,2.75,-5,0.1644,0.1382,-0.7626,2.2262,1.2178,FailureType.no_failure,FailureType.no_failure,0.1244,FailureType.no_failure,0.5713,0.0000,FailureType.no_failure,0.0107,FailureType.no_failure,0.5320,0.0000,0.1244,0.0000,0.5713,0.0000,NO
Distance,2.75,-5,0.1617,0.1362,-0.7703,2.2551,1.2176,FailureType.no_failure,FailureType.no_failure,0.1240,FailureType.no_failure,0.5711,0.0000,FailureType.no_failure,0.0083,FailureType.no_failure,0.5309,0.0000,0.1240,0.0000,0.5711,0.0000,NO
Distance,2.75,-5,0.1618,0.1342,-0.7782,2.2838,1.2174,FailureType.no_failure,FailureType.no_failure,0.1202,FailureType.no_failure,0.5708,0.0000,FailureType.no_failure,0.0046,FailureType.no_failure,0.5309,0.0000,0.1202,0.0000,0.5708,0.0000,NO
Distance,2.75,-5,0.1607,0.1322,-0.7864,2.3123,1.2172,FailureType.no_failure,FailureType.no_failure,0.1198,FailureType.no_failure,0.5706,0.0000,FailureType.no_failure,-0.0017,FailureType.no_failure,0.5316,0.0000,0.1198,-0.0017,0.5706,0.0000,NO
Distance,2.75,-5,0.1593,0.1301,-0.7946,2.3406,1.217,FailureType.no_failure,FailureType.no_failure,0.1160,FailureType.no_failure,0.5704,0.0000,FailureType.no_failure,-0.0065,FailureType.no_failure,0.5330,0.0000,0.1160,-0.0065,0.5704,0.0000,NO
Distance,2.75,-5,0.159,0.1279,-0.8028,2.3687,1.2167,FailureType.no_failure,FailureType.no_failure,0.1157,FailureType.no_failure,0.5701,0.0000,FailureType.no_failure,-0.0068,FailureType.no_failure,0.5343,0.0000,0.1157,-0.0068,0.5701,0.0000,NO
Distance,2.75,-5,0.1577,0.1257,-0.8108,2.3966,1.2165,FailureType.no_failure,FailureType.no_failure,0.1130,FailureType.no_failure,0.5699,0.0000,FailureType.no_failure,-0.0067,FailureType.no_failure,0.5354,0.0000,0.1130,-0.0067,0.5699,0.0000,NO
Distance,2.75,-5,0.1568,0.1235,-0.8186,2.4243,1.2163,FailureType.no_failure,FailureType.no_failure,0.1112,FailureType.no_failure,0.5697,0.0000,FailureType.no_failure,-0.0003,FailureType.no_failure,0.5357,0.0000,0.1112,-0.0003,0.5697,0.0000,NO
Distance,2.75,-5,0.1564,0.1212,-0.8262,2.4519,1.216,FailureType.no_failure,FailureType.no_failure,0.1093,FailureType.no_failure,0.5694,0.0000,FailureType.no_failure,-0.0006,FailureType.no_failure,0.5354,0.0000,0.1093,-0.0006,0.5694,0.0000,NO
Distance,2.75,-5,0.1554,0.1188,-0.8336,2.4793,1.2158,FailureType.no_failure,FailureType.no_failure,0.1082,FailureType.no_failure,0.5692,0.0000,FailureType.no_failure,0.0046,FailureType.no_failure,0.5346,0.0000,0.1082,0.0000,0.5692,0.0000,NO
Distance,2.75,-5,0.1548,0.1164,-0.8408,2.5065,1.2155,FailureType.no_failure,FailureType.no_failure,0.1046,FailureType.no_failure,0.5690,0.0000,FailureType.no_failure,0.0060,FailureType.no_failure,0.5335,0.0000,0.1046,0.0000,0.5690,0.0000,NO
Distance,2.75,-5,0.1541,0.114,-0.8481,2.5337,1.2152,FailureType.no_failure,FailureType.no_failure,0.1040,FailureType.no_failure,0.5687,0.0000,FailureType.no_failure,0.0069,FailureType.no_failure,0.5326,0.0000,0.1040,0.0000,0.5687,0.0000,NO
Distance,2.75,-5,0.1537,0.1114,-0.8555,2.5607,1.2149,FailureType.no_failure,FailureType.no_failure,0.1006,FailureType.no_failure,0.5685,0.0000,FailureType.no_failure,0.0058,FailureType.no_failure,0.5322,0.0000,0.1006,0.0000,0.5685,0.0000,NO
Distance,2.75,-5,0.1531,0.1088,-0.863,2.5877,1.2146,FailureType.no_failure,FailureType.no_failure,0.0992,FailureType.no_failure,0.5683,0.0000,FailureType.no_failure,-0.0003,FailureType.no_failure,0.5322,0.0000,0.0992,-0.0003,0.5683,0.0000,NO
Distance,2.75,-5,0.1522,0.1062,-0.8706,2.6145,1.2143,FailureType.no_failure,FailureType.no_failure,0.0987,FailureType.no_failure,0.5680,0.0000,FailureType.no_failure,0.0007,FailureType.no_failure,0.5327,0.0000,0.0987,0.0000,0.5680,0.0000,NO
Distance,2.75,-5,0.1517,0.1034,-0.8783,2.6413,1.214,FailureType.no_failure,FailureType.no_failure,0.0951,FailureType.no_failure,0.5678,0.0000,FailureType.no_failure,-0.0042,FailureType.no_failure,0.5334,0.0000,0.0951,-0.0042,0.5678,0.0000,NO
Distance,2.75,-5,0.151,0.1007,-0.8859,2.668,1.2137,FailureType.no_failure,FailureType.no_failure,0.0949,FailureType.no_failure,0.5675,0.0000,FailureType.no_failure,-0.0028,FailureType.no_failure,0.5341,0.0000,0.0949,-0.0028,0.5675,0.0000,NO
Distance,2.75,-5,0.1502,0.0978,-0.8934,2.6946,1.2133,FailureType.no_failure,FailureType.no_failure,0.0913,FailureType.no_failure,0.5673,0.0000,FailureType.no_failure,-0.0031,FailureType.no_failure,0.5346,0.0000,0.0913,-0.0031,0.5673,0.0000,NO
Distance,2.75,-5,0.1494,0.0949,-0.9008,2.721,1.213,FailureType.no_failure,FailureType.no_failure,0.0904,FailureType.no_failure,0.5670,0.0000,FailureType.no_failure,-0.0004,FailureType.no_failure,0.5347,0.0000,0.0904,-0.0004,0.5670,0.0000,NO
Distance,2.75,-5,0.1487,0.0919,-0.908,2.7474,1.2126,FailureType.no_failure,FailureType.no_failure,0.0898,FailureType.no_failure,0.5668,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5345,0.0000,0.0898,0.0000,0.5668,0.0000,NO
Distance,2.75,-5,0.1474,0.0888,-0.9152,2.7736,1.2122,FailureType.no_failure,FailureType.no_failure,0.0863,FailureType.no_failure,0.5666,0.0000,FailureType.no_failure,0.0007,FailureType.no_failure,0.5340,0.0000,0.0863,0.0000,0.5666,0.0000,NO
Distance,2.75,-5,0.1469,0.0857,-0.9223,2.7997,1.2119,FailureType.no_failure,FailureType.no_failure,0.0848,FailureType.no_failure,0.5663,0.0000,FailureType.no_failure,0.0083,FailureType.no_failure,0.5335,0.0000,0.0848,0.0000,0.5663,0.0000,NO
Distance,2.75,-5,0.1462,0.0825,-0.9294,2.8257,1.2115,FailureType.no_failure,FailureType.no_failure,0.0825,FailureType.no_failure,0.5661,0.0000,FailureType.no_failure,0.0035,FailureType.no_failure,0.5331,0.0000,0.0825,0.0000,0.5661,0.0000,NO
Distance,2.75,-5,0.1457,0.0793,-0.9365,2.8515,1.211,FailureType.no_failure,FailureType.no_failure,0.0810,FailureType.no_failure,0.5658,0.0000,FailureType.no_failure,0.0007,FailureType.no_failure,0.5329,0.0000,0.0810,0.0000,0.5658,0.0000,NO
Distance,2.75,-5,0.1442,0.076,-0.9437,2.8772,1.2106,FailureType.no_failure,FailureType.no_failure,0.0800,FailureType.no_failure,0.5656,0.0000,FailureType.no_failure,-0.0004,FailureType.no_failure,0.5330,0.0000,0.0800,-0.0004,0.5656,0.0000,NO
Distance,2.75,-5,0.1438,0.0727,-0.9508,2.9028,1.2102,FailureType.no_failure,FailureType.no_failure,0.0774,FailureType.no_failure,0.5653,0.0000,FailureType.no_failure,0.0022,FailureType.no_failure,0.5332,0.0000,0.0774,0.0000,0.5653,0.0000,NO
Distance,2.75,-5,0.1429,0.0693,-0.958,2.9282,1.2097,FailureType.no_failure,FailureType.no_failure,0.0760,FailureType.no_failure,0.5651,0.0000,FailureType.no_failure,0.0007,FailureType.no_failure,0.5336,0.0000,0.0760,0.0000,0.5651,0.0000,NO
Distance,2.75,-5,0.1423,0.0659,-0.9651,2.9536,1.2093,FailureType.no_failure,FailureType.no_failure,0.0750,FailureType.no_failure,0.5648,0.0000,FailureType.no_failure,-0.0029,FailureType.no_failure,0.5339,0.0000,0.0750,-0.0029,0.5648,0.0000,NO
Distance,2.75,-5,0.1415,0.0624,-0.9722,2.9787,1.2088,FailureType.no_failure,FailureType.no_failure,0.0685,FailureType.no_failure,0.5646,0.0000,FailureType.no_failure,-0.0040,FailureType.no_failure,0.5341,0.0000,0.0685,-0.0040,0.5646,0.0000,NO
Distance,2.75,-5,0.1399,0.0589,-0.9791,3.0038,1.2083,FailureType.no_failure,FailureType.no_failure,0.0713,FailureType.no_failure,0.5643,0.0000,FailureType.no_failure,0.0007,FailureType.no_failure,0.5342,0.0000,0.0713,0.0000,0.5643,0.0000,NO
Distance,2.75,-5,0.1414,0.0553,-0.986,3.0287,1.2078,FailureType.no_failure,FailureType.no_failure,0.0686,FailureType.no_failure,0.5641,0.0000,FailureType.no_failure,-0.0015,FailureType.no_failure,0.5340,0.0000,0.0686,-0.0015,0.5641,0.0000,NO
Distance,2.75,-5,0.1385,0.0516,-0.9928,3.0534,1.2072,FailureType.no_failure,FailureType.no_failure,0.0661,FailureType.no_failure,0.5638,0.0000,FailureType.no_failure,0.0057,FailureType.no_failure,0.5338,0.0000,0.0661,0.0000,0.5638,0.0000,NO
Distance,2.75,-5,0.138,0.0479,-0.9996,3.0781,1.2067,FailureType.no_failure,FailureType.no_failure,0.0661,FailureType.no_failure,0.2127,0.0000,FailureType.no_failure,0.0083,FailureType.no_failure,0.5335,0.0000,0.0661,0.0000,0.5335,0.0000,NO
Distance,2.75,-5,0.1385,0.0384,-1.0064,3.1026,1.2061,FailureType.no_failure,FailureType.no_failure,0.0197,FailureType.no_failure,0.2116,0.0000,FailureType.no_failure,-0.0015,FailureType.no_failure,0.5333,0.0000,0.0197,-0.0015,0.5333,0.0000,NO
Distance,2.75,-5,0.1372,0.0039,-1.0131,3.127,1.2055,FailureType.no_failure,FailureType.no_failure,-0.3440,FailureType.no_failure,0.2106,0.0000,FailureType.no_failure,0.0007,FailureType.no_failure,0.5333,0.0000,0.0007,-0.3440,0.5333,0.0000,NO
Distance,2.75,-5,0.1358,-0.051,-1.0199,3.1512,1.2045,FailureType.no_failure,FailureType.no_failure,-0.8165,FailureType.no_failure,0.2096,0.0000,FailureType.no_failure,0.0033,FailureType.no_failure,0.5333,0.0000,0.0033,-0.8165,0.5333,0.0000,NO
Distance,2.75,-5,0.1363,-0.1198,-1.0266,3.1753,1.2033,FailureType.no_failure,FailureType.no_failure,-1.1425,FailureType.no_failure,0.2087,0.0000,FailureType.no_failure,-0.0015,FailureType.no_failure,0.5335,0.0000,0.0000,-1.1425,0.5335,0.0000,NO
Distance,2.75,-5,0.1333,-0.1979,-1.0333,3.1993,1.2016,FailureType.no_failure,FailureType.no_failure,-1.3612,FailureType.no_failure,0.2079,0.0000,FailureType.no_failure,0.0032,FailureType.no_failure,0.5337,0.0000,0.0032,-1.3612,0.5337,0.0000,NO
Distance,2.75,-5,0.1353,-0.2823,-1.04,3.2232,1.1995,FailureType.no_failure,FailureType.no_failure,-1.5104,FailureType.no_failure,0.2071,0.0000,FailureType.no_failure,-0.0017,FailureType.no_failure,0.5338,0.0000,0.0000,-1.5104,0.5338,0.0000,NO
Distance,2.75,-5,0.1339,-0.3708,-1.0466,3.2469,1.197,FailureType.no_failure,FailureType.no_failure,-1.6086,FailureType.no_failure,0.2063,0.0000,FailureType.no_failure,-0.0065,FailureType.no_failure,0.5339,0.0000,0.0000,-1.6086,0.5339,0.0000,NO
Distance,2.75,-5,0.1319,-0.462,-1.0532,3.2705,1.194,FailureType.no_failure,FailureType.no_failure,-1.6739,FailureType.no_failure,0.2055,0.0000,FailureType.no_failure,0.0007,FailureType.no_failure,0.5339,0.0000,0.0007,-1.6739,0.5339,0.0000,NO
Distance,2.75,-5,0.1333,-0.555,-1.0597,3.294,1.1905,FailureType.no_failure,FailureType.no_failure,-1.7155,FailureType.no_failure,0.2048,0.0000,FailureType.no_failure,0.0058,FailureType.no_failure,0.5338,0.0000,0.0058,-1.7155,0.5338,0.0000,NO
Distance,2.75,-5,0.1299,-0.649,-1.0661,3.3174,1.1865,FailureType.no_failure,FailureType.no_failure,-1.7460,FailureType.no_failure,0.2050,0.0000,FailureType.no_failure,0.0035,FailureType.no_failure,0.5337,0.0000,0.0035,-1.7460,0.5337,0.0000,NO
Distance,2.75,-5,0.1314,-0.7436,-1.0725,3.3406,1.1821,FailureType.no_failure,FailureType.no_failure,-1.7611,FailureType.no_failure,0.5561,0.0000,FailureType.no_failure,0.0032,FailureType.no_failure,0.5335,0.0000,0.0032,-1.7611,0.5561,0.0000,NO
Distance,2.75,-5,0.13,-0.8352,-1.0789,3.3638,1.1771,FailureType.no_failure,FailureType.no_failure,-1.7489,FailureType.no_failure,0.5571,0.0000,FailureType.no_failure,-0.0017,FailureType.no_failure,0.5335,0.0000,0.0000,-1.7489,0.5571,0.0000,NO
Distance,2.75,-5,0.1299,-0.907,-1.0853,3.3868,1.1718,FailureType.no_failure,FailureType.no_failure,-1.4911,FailureType.no_failure,0.5582,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5334,0.0000,0.0010,-1.4911,0.5582,0.0000,NO
Distance,2.75,-5,0.1277,-0.9569,-1.0917,3.4096,1.1661,FailureType.no_failure,FailureType.no_failure,-1.0312,FailureType.no_failure,0.5592,0.0000,FailureType.no_failure,0.0032,FailureType.no_failure,0.5335,0.0000,0.0032,-1.0312,0.5592,0.0000,NO
Distance,2.75,-5,0.1286,-0.9911,-1.098,3.4324,1.1602,FailureType.no_failure,FailureType.no_failure,-0.6753,FailureType.no_failure,0.5601,0.0000,FailureType.no_failure,-0.0017,FailureType.no_failure,0.5336,0.0000,0.0000,-0.6753,0.5601,0.0000,NO
Distance,2.75,-5,0.1277,-1.0144,-1.1044,3.455,1.1542,FailureType.no_failure,FailureType.no_failure,-0.4246,FailureType.no_failure,0.5610,0.0000,FailureType.no_failure,0.0035,FailureType.no_failure,0.5337,0.0000,0.0035,-0.4246,0.5610,0.0000,NO
Distance,2.75,-5,0.125,-1.0301,-1.1106,3.4775,1.1481,FailureType.no_failure,FailureType.no_failure,-0.2494,FailureType.no_failure,0.5619,0.0000,FailureType.no_failure,-0.0018,FailureType.no_failure,0.5337,0.0000,0.0000,-0.2494,0.5619,0.0000,NO
Distance,2.75,-5,0.1267,-1.0406,-1.1169,3.4999,1.142,FailureType.no_failure,FailureType.no_failure,-0.1187,FailureType.no_failure,0.5628,0.0000,FailureType.no_failure,0.0033,FailureType.no_failure,0.5338,0.0000,0.0033,-0.1187,0.5628,0.0000,NO
Distance,2.75,-5,0.1264,-1.0473,-1.123,3.5222,1.1358,FailureType.no_failure,FailureType.no_failure,-0.0432,FailureType.no_failure,0.5636,0.0000,FailureType.no_failure,-0.0015,FailureType.no_failure,0.5338,0.0000,0.0000,-0.0432,0.5636,0.0000,NO
Distance,2.75,-5,0.1249,-1.0513,-1.1292,3.5444,1.1296,FailureType.no_failure,FailureType.no_failure,0.0223,FailureType.no_failure,0.5645,0.0000,FailureType.no_failure,0.0007,FailureType.no_failure,0.5337,0.0000,0.0223,0.0000,0.5645,0.0000,NO
Distance,2.75,-5,0.1239,-1.0535,-1.1353,3.5664,1.1234,FailureType.no_failure,FailureType.no_failure,0.0649,FailureType.no_failure,0.5645,0.0000,FailureType.no_failure,0.0033,FailureType.no_failure,0.5336,0.0000,0.0649,0.0000,0.5645,0.0000,NO
Distance,2.75,-5,0.1236,-1.0544,-1.1414,3.5883,1.1172,FailureType.no_failure,FailureType.no_failure,0.0928,FailureType.no_failure,0.5644,0.0000,FailureType.no_failure,-0.0015,FailureType.no_failure,0.5336,0.0000,0.0928,-0.0015,0.5644,0.0000,NO
