Controller,CMACC,CMDEC,Ego acc,SpeedDifF,SpeedDifL,OverLimit,DistError,EDF,FSF,Front acc,FAF,Front throttle,Front brake,LSF,Leader acc,LAF,Leader throttle,Leader brake,Max acc,max dec,max throttle,max brake,Technique
Distance,2,-3.5,0.5607,-0.5919,1.2264,-4.9705,0.0452,FailureType.no_failure,FailureType.no_failure,0.6632,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.5907,FailureType.no_failure,0.5697,0.0000,0.6632,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.557,-0.5806,1.2565,-5.0733,0.0458,FailureType.no_failure,FailureType.no_failure,0.5211,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.3930,FailureType.no_failure,0.5639,0.0000,0.5211,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.567,-0.5689,1.2863,-5.1755,0.0464,FailureType.no_failure,FailureType.no_failure,0.7808,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.4955,FailureType.no_failure,0.5590,0.0000,0.7808,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.5633,-0.5556,1.3165,-5.2773,0.0471,FailureType.no_failure,FailureType.no_failure,0.5583,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.3861,FailureType.no_failure,0.5520,0.0000,0.5583,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.5683,-0.5414,1.3462,-5.3786,0.0478,FailureType.no_failure,FailureType.no_failure,0.7013,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.3999,FailureType.no_failure,0.5462,0.0000,0.7013,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.5734,-0.526,1.376,-5.4794,0.0485,FailureType.no_failure,FailureType.no_failure,0.6636,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.3566,FailureType.no_failure,0.5393,0.0000,0.6636,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.5709,-0.5094,1.4051,-5.5796,0.0492,FailureType.no_failure,FailureType.no_failure,0.5752,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.2964,FailureType.no_failure,0.5348,0.0000,0.5752,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.5809,-0.4921,1.434,-5.6794,0.05,FailureType.no_failure,FailureType.no_failure,0.7513,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.3220,FailureType.no_failure,0.5306,0.0000,0.7513,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.5759,-0.4732,1.4627,-5.7787,0.0508,FailureType.no_failure,FailureType.no_failure,0.5133,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.1933,FailureType.no_failure,0.5266,0.0000,0.5133,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.5835,-0.454,1.4908,-5.8775,0.0516,FailureType.no_failure,FailureType.no_failure,0.7467,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.2848,FailureType.no_failure,0.5238,0.0000,0.7467,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.5835,-0.4328,1.5193,-5.9758,0.0525,FailureType.no_failure,FailureType.no_failure,0.5631,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.1025,FailureType.no_failure,0.5194,0.0000,0.5631,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.5884,-0.4109,1.5471,-6.0735,0.0534,FailureType.no_failure,FailureType.no_failure,0.6356,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.2780,FailureType.no_failure,0.5168,0.0000,0.6356,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.5911,-0.388,1.5746,-6.1707,0.0544,FailureType.no_failure,FailureType.no_failure,0.6797,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.1278,FailureType.no_failure,0.5152,0.0000,0.6797,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.5936,-0.3638,1.6011,-6.2674,0.0553,FailureType.no_failure,FailureType.no_failure,0.5293,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.2945,FailureType.no_failure,0.5165,0.0000,0.5293,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.5986,-0.3391,1.6268,-6.3636,0.0564,FailureType.no_failure,FailureType.no_failure,0.7355,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.1618,FailureType.no_failure,0.5199,0.0000,0.7355,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.5986,-0.3127,1.6522,-6.4592,0.0575,FailureType.no_failure,FailureType.no_failure,0.5093,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.1916,FailureType.no_failure,0.5240,0.0000,0.5093,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6036,-0.2856,1.6776,-6.5542,0.0586,FailureType.no_failure,FailureType.no_failure,0.6819,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.1213,FailureType.no_failure,0.5275,0.0000,0.6819,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6062,-0.2568,1.7034,-6.6487,0.0598,FailureType.no_failure,FailureType.no_failure,0.6058,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0753,FailureType.no_failure,0.5292,0.0000,0.6058,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6062,-0.2274,1.7296,-6.7426,0.0611,FailureType.no_failure,FailureType.no_failure,0.5592,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0880,FailureType.no_failure,0.5289,0.0000,0.5592,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6162,-0.197,1.7561,-6.836,0.0624,FailureType.no_failure,FailureType.no_failure,0.7094,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0999,FailureType.no_failure,0.5267,0.0000,0.7094,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6163,-0.1654,1.7827,-6.9288,0.0638,FailureType.no_failure,FailureType.no_failure,0.4810,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.1112,FailureType.no_failure,0.5237,0.0000,0.4810,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6163,-0.1331,1.8091,-7.0209,0.0652,FailureType.no_failure,FailureType.no_failure,0.7238,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.1121,FailureType.no_failure,0.5208,0.0000,0.7238,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6213,-0.0993,1.8351,-7.1125,0.0667,FailureType.no_failure,FailureType.no_failure,0.5192,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.1128,FailureType.no_failure,0.5190,0.0000,0.5192,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6288,-0.065,1.8604,-7.2035,0.0683,FailureType.no_failure,FailureType.no_failure,0.6108,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.1082,FailureType.no_failure,0.5186,0.0000,0.6108,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6263,-0.0292,1.8852,-7.2938,0.07,FailureType.no_failure,FailureType.no_failure,0.6318,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0986,FailureType.no_failure,0.5197,0.0000,0.6318,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6339,0.0075,1.9096,-7.3835,0.0717,FailureType.no_failure,FailureType.no_failure,0.4943,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0788,FailureType.no_failure,0.5218,0.0000,0.4943,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.634,0.0448,1.9337,-7.4726,0.0735,FailureType.no_failure,FailureType.no_failure,0.7096,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0990,FailureType.no_failure,0.5240,0.0000,0.7096,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6365,0.0837,1.9578,-7.561,0.0754,FailureType.no_failure,FailureType.no_failure,0.4614,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0891,FailureType.no_failure,0.5257,0.0000,0.4614,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6515,0.1228,1.982,-7.6488,0.0774,FailureType.no_failure,FailureType.no_failure,0.6684,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.1092,FailureType.no_failure,0.5264,0.0000,0.6684,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6416,0.1637,2.0063,-7.736,0.0794,FailureType.no_failure,FailureType.no_failure,0.5329,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0993,FailureType.no_failure,0.5260,0.0000,0.5329,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,0.6536,0.6943,2.2674,-8.673,0.1127,FailureType.no_failure,FailureType.no_failure,0.5270,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.1196,FailureType.no_failure,0.5230,0.0000,0.5270,0.0000,0.5764,0.0000,PA
Distance,2,-3.5,-1.1046,0.0035,0.0778,-0.7839,0.0097,FailureType.no_failure,FailureType.no_failure,0.0260,FailureType.no_failure,0.5616,0.0000,FailureType.no_failure,0.0379,FailureType.no_failure,0.0000,0.3000,0.0379,0.0000,0.5616,0.3000,PA
Distance,2,-3.5,-0.9741,0.0515,0.0741,-0.9384,0.0124,FailureType.no_failure,FailureType.no_failure,0.1146,FailureType.no_failure,0.2110,0.0000,FailureType.no_failure,-0.3170,FailureType.no_failure,0.0000,0.3000,0.1146,-0.3170,0.2110,0.3000,PA
Distance,2,-3.5,-0.6253,0.0795,-0.0622,-1.0328,0.0141,FailureType.no_failure,FailureType.no_failure,0.1303,FailureType.no_failure,0.2070,0.0000,FailureType.no_failure,-2.4181,FailureType.no_failure,0.0000,0.3000,0.1303,-2.4181,0.2070,0.3000,PA
Distance,2,-3.5,-0.3535,0.0723,-0.2533,-1.0845,0.0151,FailureType.no_failure,FailureType.no_failure,-0.1980,FailureType.no_failure,0.2043,0.0000,FailureType.no_failure,-3.7805,FailureType.no_failure,0.0000,0.3000,0.0000,-3.7805,0.2043,0.3000,PA
Distance,2,-3.5,-0.1577,0.0377,-0.4784,-1.1065,0.0156,FailureType.no_failure,FailureType.no_failure,-0.6351,FailureType.no_failure,0.2021,0.0000,FailureType.no_failure,-4.4148,FailureType.no_failure,0.0000,0.3000,0.0000,-4.4148,0.2021,0.3000,PA
Distance,2,-3.5,-0.0281,-0.0156,-0.7257,-1.1088,0.0156,FailureType.no_failure,FailureType.no_failure,-0.9652,FailureType.no_failure,0.2004,0.0000,FailureType.no_failure,-4.7907,FailureType.no_failure,0.0000,0.3000,0.0000,-4.7907,0.2004,0.3000,PA
Distance,2,-3.5,0.0257,-0.0758,-0.9818,-1.1178,0.0157,FailureType.no_failure,FailureType.no_failure,-1.1465,FailureType.no_failure,0.1987,0.0000,FailureType.no_failure,-5.0754,FailureType.no_failure,0.0000,0.3000,0.0000,-5.0754,0.1987,0.3000,PA
Distance,2,-3.5,-0.2744,-0.1199,-1.2228,-1.2055,0.017,FailureType.no_failure,FailureType.no_failure,-1.2957,FailureType.no_failure,0.1973,0.0000,FailureType.no_failure,-5.2189,FailureType.no_failure,0.0000,0.3000,0.0000,-5.2189,0.1973,0.3000,PA
Distance,2,-3.5,-0.6886,-0.1498,-1.4496,-1.3577,0.0193,FailureType.no_failure,FailureType.no_failure,-1.3749,FailureType.no_failure,0.1959,0.0000,FailureType.no_failure,-5.3241,FailureType.no_failure,0.0000,0.3000,0.0000,-5.3241,0.1959,0.3000,PA
Distance,2,-3.5,-0.9694,-0.1705,-1.666,-1.5538,0.0224,FailureType.no_failure,FailureType.no_failure,-1.4513,FailureType.no_failure,0.1946,0.0000,FailureType.no_failure,-5.3886,FailureType.no_failure,0.0000,0.3000,0.0000,-5.3886,0.1946,0.3000,PA
Distance,2,-3.5,-1.1679,-0.185,-1.8753,-1.7774,0.0259,FailureType.no_failure,FailureType.no_failure,-1.4941,FailureType.no_failure,0.1933,0.0000,FailureType.no_failure,-5.4156,FailureType.no_failure,0.0000,0.3000,0.0000,-5.4156,0.1933,0.3000,PA
Distance,2,-3.5,-1.246,-0.1989,-2.0828,-2.0064,0.0296,FailureType.no_failure,FailureType.no_failure,-1.5089,FailureType.no_failure,0.1928,0.0000,FailureType.no_failure,-5.4056,FailureType.no_failure,0.0000,0.3000,0.0000,-5.4056,0.1928,0.3000,PA
Distance,2,-3.5,0.2344,0.158,0.0791,-10.7392,0.0122,FailureType.no_failure,FailureType.no_failure,0.4364,FailureType.no_failure,0.2119,0.0000,FailureType.no_failure,0.0186,FailureType.no_failure,0.0000,0.3000,0.4364,0.0000,0.2119,0.3000,PA
Distance,2,-3.5,0.3292,0.1342,0.0093,-10.6775,0.0113,FailureType.no_failure,FailureType.no_failure,0.0756,FailureType.no_failure,0.2102,0.0000,FailureType.no_failure,-0.4010,FailureType.no_failure,0.0000,0.3000,0.0756,-0.4010,0.2102,0.3000,PA
Distance,2,-3.5,0.3792,0.0899,100.0,-10.6102,0.0102,FailureType.no_failure,FailureType.no_failure,-0.3701,FailureType.no_failure,0.2057,0.0000,FailureType.faulty_value,-2.6047,FailureType.no_failure,0.0000,0.3000,0.0000,-2.6047,0.2057,0.3000,PA
Distance,2,-3.5,0.3915,0.0313,-0.4026,-10.5372,0.0088,FailureType.no_failure,FailureType.no_failure,-0.6628,FailureType.no_failure,0.2020,0.0000,FailureType.no_failure,-3.8366,FailureType.no_failure,0.0000,0.3000,0.0000,-3.8366,0.2020,0.3000,PA
Distance,2,-3.5,0.402,-0.0303,-0.6426,-10.4831,0.0077,FailureType.no_failure,FailureType.no_failure,-0.8559,FailureType.no_failure,0.2000,0.0000,FailureType.no_failure,-4.3543,FailureType.no_failure,0.0000,0.3000,0.0000,-4.3543,0.2000,0.3000,PA
Distance,2,-3.5,0.0218,-0.0736,-0.8718,-10.5149,0.0082,FailureType.no_failure,FailureType.no_failure,-0.9972,FailureType.no_failure,0.1984,0.0000,FailureType.no_failure,-4.6400,FailureType.no_failure,0.0000,0.3000,0.0000,-4.6400,0.1984,0.3000,PA
Distance,2,-3.5,-0.4145,-0.102,-1.0904,-10.6134,0.01,FailureType.no_failure,FailureType.no_failure,-1.0749,FailureType.no_failure,0.1968,0.0000,FailureType.no_failure,-4.8633,FailureType.no_failure,0.0000,0.3000,0.0000,-4.8633,0.1968,0.3000,PA
Distance,2,-3.5,-0.6836,-0.1206,-1.3014,-10.7561,0.0127,FailureType.no_failure,FailureType.no_failure,-1.1360,FailureType.no_failure,0.1954,0.0000,FailureType.no_failure,-4.9683,FailureType.no_failure,0.0000,0.3000,0.0000,-4.9683,0.1954,0.3000,PA
Distance,2,-3.5,-0.8738,-0.1334,-1.5075,-10.926,0.0159,FailureType.no_failure,FailureType.no_failure,-1.1703,FailureType.no_failure,0.1940,0.0000,FailureType.no_failure,-5.0521,FailureType.no_failure,0.0000,0.3000,0.0000,-5.0521,0.1940,0.3000,PA
Distance,2,-3.5,-1.0027,-0.1423,-1.7097,-11.1132,0.0194,FailureType.no_failure,FailureType.no_failure,-1.2046,FailureType.no_failure,0.1936,0.0000,FailureType.no_failure,-5.0834,FailureType.no_failure,0.0000,0.3000,0.0000,-5.0834,0.1936,0.3000,PA
Distance,2,-3.5,-1.059,-0.1487,-1.9088,-11.311,0.0232,FailureType.no_failure,FailureType.no_failure,-1.2235,FailureType.no_failure,0.1931,0.0000,FailureType.no_failure,-5.0914,FailureType.no_failure,0.0000,0.3000,0.0000,-5.0914,0.1931,0.3000,PA
Distance,2,-3.5,-1.1185,-0.1536,-2.1055,-11.5152,0.0271,FailureType.no_failure,FailureType.no_failure,-1.2204,FailureType.no_failure,0.1927,0.0000,FailureType.no_failure,-5.0882,FailureType.no_failure,0.0000,0.3000,0.0000,-5.0882,0.1927,0.3000,PA
Distance,2,-3.5,-1.118,-0.1611,-2.3038,-11.7101,0.0309,FailureType.no_failure,FailureType.no_failure,-1.2330,FailureType.no_failure,0.1922,0.0000,FailureType.no_failure,-5.0480,FailureType.no_failure,0.0000,0.0979,0.0000,-5.0480,0.1922,0.0979,PA
Distance,2,-3.5,0.3551,0.1265,0.0395,-20.5238,0.0063,FailureType.no_failure,FailureType.no_failure,0.2720,FailureType.no_failure,0.2109,0.0000,FailureType.no_failure,0.0223,FailureType.no_failure,0.7500,0.0000,0.2720,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.4725,0.0885,0.0391,-20.4341,0.0044,FailureType.no_failure,FailureType.no_failure,-0.1422,FailureType.no_failure,0.5615,0.0000,FailureType.no_failure,0.3126,FailureType.no_failure,0.7500,0.0000,0.3126,-0.1422,0.7500,0.0000,PA
Distance,2,-3.5,0.5333,0.0403,0.0549,-20.3325,0.0021,FailureType.no_failure,FailureType.no_failure,-0.3724,FailureType.no_failure,0.5624,0.0000,FailureType.no_failure,0.7431,FailureType.no_failure,0.7500,0.0000,0.7431,-0.3724,0.7500,0.0000,PA
Distance,2,-3.5,0.601,0.0033,0.0816,-20.2231,-0.0006,FailureType.no_failure,FailureType.no_failure,-0.2596,FailureType.no_failure,0.5630,0.0000,FailureType.no_failure,1.0488,FailureType.no_failure,0.7500,0.0000,1.0488,-0.2596,0.7500,0.0000,PA
Distance,2,-3.5,0.5708,-0.0139,0.1223,-20.1322,-0.0028,FailureType.no_failure,FailureType.no_failure,0.0573,FailureType.no_failure,0.5635,0.0000,FailureType.no_failure,1.2594,FailureType.no_failure,0.7500,0.0000,1.2594,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.2266,0.0016,0.1919,-20.1239,-0.003,FailureType.no_failure,FailureType.no_failure,0.2846,FailureType.no_failure,0.5638,0.0000,FailureType.no_failure,1.3976,FailureType.no_failure,0.7500,0.0000,1.3976,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,-0.1691,0.0405,0.2825,-20.1767,-0.0015,FailureType.no_failure,FailureType.no_failure,0.4465,FailureType.no_failure,0.5640,0.0000,FailureType.no_failure,1.4906,FailureType.no_failure,0.7500,0.0000,1.4906,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,-0.4091,0.0904,0.3826,-20.2538,0.0008,FailureType.no_failure,FailureType.no_failure,0.5327,FailureType.no_failure,0.5642,0.0000,FailureType.no_failure,1.5586,FailureType.no_failure,0.7500,0.0000,1.5586,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,-0.2891,0.1299,0.4713,-20.2836,0.002,FailureType.no_failure,FailureType.no_failure,0.6115,FailureType.no_failure,0.5652,0.0000,FailureType.no_failure,1.6015,FailureType.no_failure,0.7500,0.0000,1.6015,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.0271,0.1563,0.5461,-20.2593,0.0019,FailureType.no_failure,FailureType.no_failure,0.6549,FailureType.no_failure,0.5661,0.0000,FailureType.no_failure,1.6168,FailureType.no_failure,0.7500,0.0000,1.6168,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.2596,0.174,0.6118,-20.199,0.001,FailureType.no_failure,FailureType.no_failure,0.6811,FailureType.no_failure,0.5671,0.0000,FailureType.no_failure,1.6546,FailureType.no_failure,0.7500,0.0000,1.6546,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.4253,0.186,0.6713,-20.115,-0.0005,FailureType.no_failure,FailureType.no_failure,0.6991,FailureType.no_failure,0.5672,0.0000,FailureType.no_failure,1.6523,FailureType.no_failure,0.7500,0.0000,1.6523,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.5246,0.1943,0.7268,-20.0156,-0.0023,FailureType.no_failure,FailureType.no_failure,0.7125,FailureType.no_failure,0.5673,0.0000,FailureType.no_failure,1.6600,FailureType.no_failure,0.7500,0.0000,1.6600,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.5835,0.2001,0.7796,-19.906,-0.0043,FailureType.no_failure,FailureType.no_failure,0.7253,FailureType.no_failure,0.5674,0.0000,FailureType.no_failure,1.6826,FailureType.no_failure,0.7500,0.0000,1.6826,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.6265,0.2047,0.8309,-19.7909,-0.0065,FailureType.no_failure,FailureType.no_failure,0.7332,FailureType.no_failure,0.5675,0.0000,FailureType.no_failure,1.6602,FailureType.no_failure,0.7500,0.0000,1.6602,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.6626,0.2079,0.8807,-19.6708,-0.0087,FailureType.no_failure,FailureType.no_failure,0.7336,FailureType.no_failure,0.5676,0.0000,FailureType.no_failure,1.6678,FailureType.no_failure,0.7500,0.0000,1.6678,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.6775,0.2102,0.9296,-19.5474,-0.011,FailureType.no_failure,FailureType.no_failure,0.7340,FailureType.no_failure,0.5677,0.0000,FailureType.no_failure,1.6679,FailureType.no_failure,0.7500,0.0000,1.6679,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.6917,0.212,0.9779,-19.4219,-0.0134,FailureType.no_failure,FailureType.no_failure,0.7342,FailureType.no_failure,0.5679,0.0000,FailureType.no_failure,1.6704,FailureType.no_failure,0.7500,0.0000,1.6704,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.6597,0.2199,1.0322,-19.3189,-0.0151,FailureType.no_failure,FailureType.no_failure,0.7343,FailureType.no_failure,0.5680,0.0000,FailureType.no_failure,1.6679,FailureType.no_failure,0.7500,0.0000,1.6679,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.2857,0.2518,1.1103,-19.3022,-0.0147,FailureType.no_failure,FailureType.no_failure,0.7346,FailureType.no_failure,0.5682,0.0000,FailureType.no_failure,1.6630,FailureType.no_failure,0.7500,0.0000,1.6630,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,-0.1384,0.3015,1.2062,-19.3499,-0.0127,FailureType.no_failure,FailureType.no_failure,0.7272,FailureType.no_failure,0.5683,0.0000,FailureType.no_failure,1.6555,FailureType.no_failure,0.7500,0.0000,1.6555,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,-0.3914,0.3588,1.3097,-19.4253,-0.0097,FailureType.no_failure,FailureType.no_failure,0.7323,FailureType.no_failure,0.5685,0.0000,FailureType.no_failure,1.6580,FailureType.no_failure,0.7500,0.0000,1.6580,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,-0.2774,0.4029,1.3999,-19.4539,-0.0078,FailureType.no_failure,FailureType.no_failure,0.7274,FailureType.no_failure,0.5687,0.0000,FailureType.no_failure,1.6529,FailureType.no_failure,0.7500,0.0000,1.6529,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.0278,0.4324,1.4754,-19.4298,-0.0071,FailureType.no_failure,FailureType.no_failure,0.7275,FailureType.no_failure,0.5688,0.0000,FailureType.no_failure,1.6480,FailureType.no_failure,0.7500,0.0000,1.6480,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.2504,0.4521,1.5411,-19.371,-0.0071,FailureType.no_failure,FailureType.no_failure,0.7250,FailureType.no_failure,0.5691,0.0000,FailureType.no_failure,1.6504,FailureType.no_failure,0.7500,0.0000,1.6504,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.4161,0.4654,1.6002,-19.2891,-0.0077,FailureType.no_failure,FailureType.no_failure,0.7201,FailureType.no_failure,0.5692,0.0000,FailureType.no_failure,1.6405,FailureType.no_failure,0.7500,0.0000,1.6405,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.51,0.4744,1.6549,-19.1922,-0.0086,FailureType.no_failure,FailureType.no_failure,0.7226,FailureType.no_failure,0.5695,0.0000,FailureType.no_failure,1.6379,FailureType.no_failure,0.7500,0.0000,1.6379,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.576,0.4808,1.707,-19.0863,-0.0098,FailureType.no_failure,FailureType.no_failure,0.7226,FailureType.no_failure,0.5697,0.0000,FailureType.no_failure,1.6404,FailureType.no_failure,0.7500,0.0000,1.6404,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.6108,0.4851,1.7568,-18.9731,-0.011,FailureType.no_failure,FailureType.no_failure,0.7152,FailureType.no_failure,0.5699,0.0000,FailureType.no_failure,1.6305,FailureType.no_failure,0.7500,0.0000,1.6305,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.6516,0.4879,1.8051,-18.8549,-0.0124,FailureType.no_failure,FailureType.no_failure,0.7202,FailureType.no_failure,0.5702,0.0000,FailureType.no_failure,1.6304,FailureType.no_failure,0.7500,0.0000,1.6304,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.669,0.4897,1.8523,-18.7333,-0.0139,FailureType.no_failure,FailureType.no_failure,0.7127,FailureType.no_failure,0.5705,0.0000,FailureType.no_failure,1.6254,FailureType.no_failure,0.7500,0.0000,1.6254,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.6864,0.4908,1.8987,-18.6094,-0.0154,FailureType.no_failure,FailureType.no_failure,0.7127,FailureType.no_failure,0.5707,0.0000,FailureType.no_failure,1.6254,FailureType.no_failure,0.7500,0.0000,1.6254,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.6944,0.4915,1.9445,-18.4843,-0.0169,FailureType.no_failure,FailureType.no_failure,0.7102,FailureType.no_failure,0.5710,0.0000,FailureType.no_failure,1.6154,FailureType.no_failure,0.7500,0.0000,1.6154,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.7005,0.4919,1.99,-18.3584,-0.0184,FailureType.no_failure,FailureType.no_failure,0.7102,FailureType.no_failure,0.5713,0.0000,FailureType.no_failure,1.6203,FailureType.no_failure,0.7500,0.0000,1.6203,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.6985,0.4923,2.0354,-18.2326,-0.02,FailureType.no_failure,FailureType.no_failure,0.7077,FailureType.no_failure,0.5716,0.0000,FailureType.no_failure,1.6079,FailureType.no_failure,0.7500,0.0000,1.6079,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.7081,0.4925,2.0804,-18.1065,-0.0215,FailureType.no_failure,FailureType.no_failure,0.7126,FailureType.no_failure,0.5719,0.0000,FailureType.no_failure,1.6103,FailureType.no_failure,0.7500,0.0000,1.6103,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.7081,0.4927,2.1254,-17.9806,-0.023,FailureType.no_failure,FailureType.no_failure,0.7077,FailureType.no_failure,0.5722,0.0000,FailureType.no_failure,1.6029,FailureType.no_failure,0.7500,0.0000,1.6029,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.6501,0.4995,2.1768,-17.8784,-0.024,FailureType.no_failure,FailureType.no_failure,0.7052,FailureType.no_failure,0.5726,0.0000,FailureType.no_failure,1.6053,FailureType.no_failure,0.7500,0.0000,1.6053,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.2844,0.5306,2.2524,-17.864,-0.0228,FailureType.no_failure,FailureType.no_failure,0.7027,FailureType.no_failure,0.5729,0.0000,FailureType.no_failure,1.5978,FailureType.no_failure,0.7500,0.0000,1.5978,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,-0.1298,0.576,2.3421,-17.9011,-0.0204,FailureType.no_failure,FailureType.no_failure,0.7077,FailureType.no_failure,0.5733,0.0000,FailureType.no_failure,1.5928,FailureType.no_failure,0.7500,0.0000,1.5928,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,-0.1221,0.6125,2.4229,-17.9067,-0.0185,FailureType.no_failure,FailureType.no_failure,0.7002,FailureType.no_failure,0.5737,0.0000,FailureType.no_failure,1.5928,FailureType.no_failure,0.7500,0.0000,1.5928,0.0000,0.7500,0.0000,PA
Distance,2,-3.5,0.1176,0.637,2.4915,-17.8691,-0.0176,FailureType.no_failure,FailureType.no_failure,0.7026,FailureType.no_failure,0.5740,0.0000,FailureType.no_failure,1.5879,FailureType.no_failure,0.7500,0.0000,1.5879,0.0000,0.7500,0.0000,PA
